N,P,K,temperature,humidity,ph,rainfall,season,soil_type,crop
79.8,58.7,31.2,26.8,79.0,6.96,93.6,Kharif,Loamy,maize
82.4,33.5,33.8,28.2,66.1,6.69,71.7,Kharif,Sandy,sorghum
103.2,35.9,236.4,30.8,85.5,6.58,184.0,Kharif,Loamy,coconut
173.0,55.9,174.8,25.1,79.3,5.97,238.1,Kharif,Loamy,banana
86.3,57.0,49.9,27.2,51.5,6.4,42.4,Kharif,Sandy,sunflower
115.9,46.2,57.4,27.0,75.3,7.25,81.6,Kharif,Loamy,cotton
27.6,69.9,40.9,27.2,67.3,6.71,62.8,Kharif,Loamy,soybean
20.4,64.5,70.8,24.4,68.7,6.2,90.2,Kharif,Loamy,kidneybeans
46.0,26.7,32.8,28.4,56.6,7.08,69.9,Kharif,Loamy,sesame
10.0,12.3,28.8,22.6,71.3,6.63,31.6,Rabi,Sandy,lentil
57.1,49.8,60.1,21.2,43.6,5.47,64.2,Rabi,Sandy,garlic
55.3,15.4,37.0,32.3,39.1,6.74,48.7,Kharif,Sandy,pearl_millet
71.5,39.1,31.2,32.6,53.7,6.68,31.1,Kharif,Sandy,castor
88.5,40.9,63.4,26.5,83.5,6.12,275.6,Kharif,Loamy,rubber
57.6,44.4,51.0,28.2,70.9,6.77,46.9,Kharif,Loamy,sunflower
79.3,56.0,162.4,28.6,80.4,5.69,224.6,Kharif,Loamy,ginger
104.7,63.5,85.7,25.7,56.7,7.11,95.8,Zaid,Sandy,guava
35.8,31.4,30.4,25.4,47.1,6.93,91.0,Kharif,Loamy,sesame
86.3,54.8,38.5,20.3,70.7,7.09,146.1,Rabi,Loamy,wheat
47.2,32.8,28.4,23.9,82.0,5.97,98.6,Kharif,Sandy,finger_millet
82.7,52.5,41.5,25.7,74.6,6.87,157.0,Rabi,Sandy,wheat
94.1,26.6,179.4,26.6,86.1,5.71,199.8,Kharif,Sandy,coconut
78.7,60.2,112.3,27.4,65.5,5.83,102.9,Rabi,Sandy,tobacco
57.3,33.1,33.7,31.4,54.2,6.74,28.2,Kharif,Loamy,castor
114.6,44.9,33.1,25.3,86.4,4.69,348.0,Kharif,Loamy,tea
56.6,20.3,26.2,35.3,29.2,7.61,16.0,Kharif,Sandy,pearl_millet
44.9,30.4,27.4,19.6,58.9,6.98,33.0,Rabi,Clayey,linseed
69.0,64.0,52.5,21.9,76.1,7.24,111.1,Kharif,Sandy,maize
94.0,66.4,88.7,27.7,75.1,6.25,104.6,Rabi,Loamy,tobacco
126.0,61.9,105.1,29.2,74.3,7.24,252.7,Kharif,Loamy,sugarcane
66.5,39.0,74.7,25.9,67.8,6.51,62.7,Rabi,Loamy,onion
48.8,27.2,23.8,30.6,50.6,6.7,29.3,Kharif,Sandy,pearl_millet
91.6,33.2,62.6,24.9,57.5,6.67,64.6,Kharif,Loamy,sunflower
32.3,35.1,32.9,29.1,76.6,6.64,113.2,Kharif,Loamy,finger_millet
80.0,51.5,69.9,18.5,56.8,6.59,37.4,Rabi,Loamy,onion
69.3,41.8,61.3,16.6,59.4,6.31,80.4,Rabi,Loamy,apple
62.1,35.5,35.0,21.0,57.6,6.08,62.1,Rabi,Loamy,barley
141.4,73.4,116.7,19.8,72.8,5.52,75.7,Rabi,Loamy,potato
80.2,32.3,35.5,29.6,70.3,7.13,96.1,Kharif,Loamy,cotton
5.6,19.4,19.0,18.5,67.7,6.8,37.9,Rabi,Sandy,lentil
19.6,64.9,44.2,34.5,50.2,7.31,82.9,Kharif,Sandy,cowpea
35.2,29.7,22.1,22.7,55.5,6.67,36.5,Rabi,Clayey,linseed
73.6,27.7,86.1,27.5,55.2,6.16,102.1,Zaid,Sandy,orange
82.0,37.7,50.3,11.6,59.7,5.68,80.7,Rabi,Sandy,mustard
89.2,37.3,39.9,30.9,65.8,7.04,71.8,Kharif,Loamy,cotton
31.8,61.7,53.9,33.9,70.3,6.25,92.6,Kharif,Loamy,cowpea
89.3,39.9,195.1,25.7,90.3,6.23,183.1,Kharif,Loamy,coconut
72.1,34.6,90.2,17.7,60.1,6.81,105.0,Zaid,Sandy,orange
22.6,69.8,25.1,31.2,49.4,6.28,71.2,Kharif,Sandy,mothbeans
73.2,66.6,88.9,26.2,84.9,5.61,207.2,Kharif,Loamy,pepper
25.0,48.3,20.6,27.4,56.5,6.64,55.4,Kharif,Loamy,blackgram
68.0,43.9,51.8,27.4,67.8,6.24,87.2,Kharif,Clayey,sorghum
50.6,33.9,26.4,19.7,76.1,6.2,100.5,Kharif,Sandy,finger_millet
19.5,85.7,50.4,18.9,74.4,6.96,116.1,Kharif,Loamy,kidneybeans
28.2,59.2,40.6,12.2,76.0,6.19,61.0,Rabi,Loamy,peas
59.4,39.8,39.0,25.1,70.6,6.93,144.7,Kharif,Loamy,jute
70.3,43.5,43.6,21.5,76.8,7.27,47.9,Rabi,Sandy,mustard
38.7,21.4,32.1,29.7,51.2,6.42,44.7,Kharif,Sandy,sesame
104.9,100.7,81.3,19.3,71.1,6.38,51.0,Kharif,Loamy,tomato
83.5,79.7,128.7,20.6,90.3,6.55,83.3,Rabi,Loamy,potato
72.8,22.2,32.7,16.7,44.2,6.41,81.1,Rabi,Loamy,barley
120.6,83.2,119.0,22.9,81.6,6.23,58.9,Rabi,Sandy,potato
21.3,41.8,55.7,13.7,72.4,6.3,79.0,Rabi,Sandy,peas
200.0,200.0,162.8,24.6,60.7,6.22,92.8,Zaid,Sandy,papaya
13.1,19.8,7.3,22.4,49.0,5.71,50.3,Rabi,Sandy,lentil
77.5,42.3,39.7,28.5,75.2,6.29,108.6,Kharif,Clayey,jute
41.0,17.3,27.1,33.1,47.7,7.01,20.5,Kharif,Sandy,sesame
72.7,37.4,47.3,33.7,59.6,6.48,81.6,Kharif,Loamy,sorghum
50.4,27.7,20.8,23.3,70.7,6.1,63.7,Kharif,Sandy,finger_millet
18.3,45.4,19.3,29.7,57.5,6.34,73.9,Kharif,Sandy,mungbean
52.5,51.7,45.5,33.0,62.3,6.05,73.0,Kharif,Clayey,sorghum
15.4,57.7,42.2,26.4,59.8,6.65,57.5,Rabi,Sandy,chickpea
87.8,52.5,25.9,21.8,72.6,5.58,111.9,Kharif,Sandy,maize
31.0,54.7,55.1,28.7,60.3,6.92,103.7,Kharif,Clayey,soybean
14.5,54.4,38.8,30.3,54.5,6.76,35.4,Rabi,Loamy,chickpea
21.0,36.1,48.4,30.9,73.8,5.69,140.6,Kharif,Loamy,pigeonpeas
121.0,51.5,154.7,28.5,64.5,4.82,230.5,Kharif,Loamy,ginger
85.6,65.7,82.5,29.6,55.6,6.26,72.8,Zaid,Sandy,mango
139.2,77.3,108.4,19.3,73.9,5.56,67.8,Rabi,Sandy,potato
34.6,17.6,26.0,24.6,69.6,5.97,79.0,Kharif,Loamy,sesame
8.5,44.0,47.0,28.2,57.8,5.44,170.8,Kharif,Loamy,pigeonpeas
57.1,32.2,70.3,20.3,73.9,5.62,52.4,Rabi,Sandy,garlic
30.0,18.9,20.8,31.2,52.1,5.63,27.9,Kharif,Sandy,pearl_millet
80.7,52.6,67.2,26.9,70.1,7.19,38.3,Kharif,Loamy,sunflower
103.6,59.4,31.5,25.3,75.2,5.66,78.8,Kharif,Sandy,maize
69.0,55.2,110.7,26.0,60.9,5.74,77.4,Rabi,Sandy,tobacco
93.7,35.2,49.9,18.2,80.8,6.69,146.5,Rabi,Loamy,wheat
117.2,82.6,116.3,19.9,73.9,5.57,82.2,Rabi,Loamy,potato
36.5,22.8,14.6,32.3,45.7,6.38,39.6,Kharif,Sandy,sesame
96.0,55.2,56.6,25.4,84.3,5.74,124.7,Rabi,Loamy,wheat
97.8,58.9,105.5,27.4,77.8,6.25,241.1,Kharif,Clayey,sugarcane
75.7,58.8,78.7,28.0,65.0,6.67,77.8,Rabi,Loamy,tobacco
33.7,69.9,44.2,32.8,71.5,6.13,75.2,Kharif,Clayey,soybean
114.8,62.9,107.7,28.1,74.9,6.78,171.4,Kharif,Loamy,turmeric
87.0,55.1,87.2,27.3,61.2,7.1,75.8,Zaid,Sandy,mango
123.0,43.3,37.0,25.2,74.3,7.52,89.7,Kharif,Clayey,cotton
90.7,56.1,68.9,28.7,54.7,6.43,119.4,Zaid,Sandy,mango
58.0,48.6,45.5,22.5,74.2,5.98,252.7,Kharif,Loamy,rice
28.8,48.8,92.4,27.2,50.4,6.33,93.7,Kharif,Sandy,groundnut
84.6,36.4,40.1,22.3,79.8,6.99,151.4,Rabi,Sandy,wheat
85.1,46.2,56.0,32.0,59.1,7.27,49.3,Zaid,Sandy,watermelon
200.0,39.7,208.1,27.2,86.4,6.46,236.9,Kharif,Loamy,banana
91.1,41.8,201.0,26.6,76.1,5.97,187.2,Kharif,Sandy,coconut
118.7,64.7,106.9,30.7,80.8,6.16,114.7,Kharif,Loamy,turmeric
59.2,25.6,29.7,25.4,59.1,5.52,82.8,Kharif,Loamy,finger_millet
20.6,50.3,59.2,28.0,54.2,6.11,116.3,Kharif,Loamy,pigeonpeas
82.1,69.5,92.5,28.8,68.1,7.18,77.4,Zaid,Sandy,mango
194.2,51.4,186.5,28.2,79.0,6.58,201.3,Kharif,Loamy,banana
96.7,27.5,53.3,27.6,86.0,5.41,379.9,Kharif,Loamy,rubber
78.8,51.3,58.8,20.4,67.1,6.9,84.1,Rabi,Sandy,onion
25.1,63.6,15.2,29.6,47.5,6.5,47.4,Kharif,Sandy,mothbeans
9.6,46.3,62.4,25.0,54.7,6.61,133.6,Kharif,Sandy,pigeonpeas
25.8,47.0,14.4,28.8,50.9,6.05,74.2,Kharif,Sandy,mungbean
23.0,77.2,52.5,27.4,50.6,6.09,103.1,Kharif,Loamy,soybean
21.9,57.9,30.0,23.5,57.6,7.61,42.1,Rabi,Sandy,chickpea
48.1,28.5,27.9,26.6,59.2,6.72,38.7,Kharif,Loamy,sesame
22.3,58.5,57.4,10.9,85.8,6.52,54.6,Rabi,Loamy,peas
144.2,47.1,129.2,30.0,87.5,6.48,128.9,Kharif,Sandy,turmeric
31.9,49.7,45.2,25.0,65.1,6.3,125.0,Kharif,Sandy,cowpea
111.7,53.8,104.9,25.9,79.6,6.73,223.4,Kharif,Loamy,sugarcane
24.3,35.6,41.8,13.4,75.3,6.52,36.7,Rabi,Sandy,peas
96.8,44.0,46.8,16.8,86.3,4.59,324.5,Kharif,Loamy,tea
113.9,87.8,85.6,23.1,73.2,6.55,73.2,Kharif,Loamy,tomato
85.5,59.2,41.2,29.0,61.9,6.94,64.4,Kharif,Loamy,maize
18.9,17.4,16.9,26.6,55.0,7.1,39.2,Rabi,Loamy,lentil
24.9,56.9,84.4,26.2,54.2,6.49,103.4,Kharif,Sandy,groundnut
62.2,66.0,37.5,26.0,85.6,5.91,139.9,Kharif,Clayey,rice
100.0,68.9,87.5,21.1,72.1,6.45,34.9,Kharif,Sandy,tomato
83.1,59.2,34.2,30.8,71.6,5.59,43.3,Kharif,Loamy,maize
85.2,42.2,206.0,29.0,85.6,5.67,155.2,Kharif,Loamy,coconut
25.8,57.6,58.6,17.8,68.1,6.69,54.6,Rabi,Sandy,peas
94.4,35.3,37.8,32.2,57.8,7.21,66.7,Kharif,Clayey,sorghum
48.2,39.6,72.4,20.3,51.8,6.28,42.5,Rabi,Loamy,garlic
21.2,73.1,37.6,25.7,43.2,7.79,36.2,Rabi,Sandy,chickpea
113.6,71.2,72.9,33.4,58.1,6.6,84.5,Zaid,Loamy,mango
61.0,16.3,28.8,37.2,44.0,7.46,58.3,Kharif,Sandy,pearl_millet
87.2,41.5,134.2,23.6,78.8,5.89,226.2,Kharif,Loamy,coffee
56.8,29.5,46.8,24.8,59.4,7.19,88.9,Kharif,Loamy,sorghum
92.1,81.1,79.3,23.4,64.4,6.62,66.1,Kharif,Loamy,tomato
83.6,57.5,49.5,17.0,87.2,6.07,213.2,Rabi,Sandy,wheat
57.4,42.7,34.3,29.1,84.2,5.73,272.9,Kharif,Clayey,rice
54.9,35.2,55.0,21.9,91.6,4.76,333.0,Kharif,Loamy,cardamom
200.0,49.3,180.0,24.0,79.5,6.5,255.0,Kharif,Loamy,banana
91.1,51.8,30.4,27.5,63.7,6.73,73.5,Kharif,Sandy,cotton
77.9,49.2,46.5,18.5,78.4,6.76,152.9,Rabi,Sandy,wheat
38.9,49.4,54.0,14.7,65.5,6.33,160.7,Rabi,Sandy,apple
64.2,36.9,68.9,25.9,73.3,6.18,43.2,Rabi,Loamy,garlic
99.5,31.6,59.4,28.0,85.8,5.55,296.8,Kharif,Loamy,rubber
50.8,20.0,33.6,13.1,44.4,6.41,108.4,Rabi,Sandy,barley
43.6,22.4,26.0,28.2,41.0,6.56,24.1,Kharif,Sandy,sesame
55.9,31.3,95.2,19.3,90.0,5.15,397.1,Kharif,Loamy,cardamom
80.7,69.5,41.5,32.0,75.8,6.8,345.5,Kharif,Clayey,rice
72.2,54.0,30.6,17.0,75.0,5.85,202.0,Rabi,Sandy,wheat
45.8,32.6,34.5,16.9,56.8,6.92,54.2,Rabi,Loamy,linseed
24.8,66.1,51.2,26.3,67.9,6.74,117.0,Kharif,Loamy,soybean
133.4,47.1,131.6,27.1,75.2,6.7,177.3,Kharif,Clayey,sugarcane
58.8,29.2,34.5,35.1,45.6,6.26,33.7,Kharif,Sandy,pearl_millet
84.1,63.3,37.3,28.2,69.6,6.14,38.1,Kharif,Loamy,maize
24.5,59.4,59.8,19.0,69.9,6.25,70.7,Rabi,Sandy,peas
82.1,59.4,84.7,30.6,63.5,7.07,89.6,Zaid,Loamy,mango
61.3,41.2,55.3,9.7,64.5,6.35,150.0,Rabi,Loamy,apple
62.3,35.9,47.0,31.5,57.5,7.6,75.1,Kharif,Loamy,castor
10.9,50.9,34.5,26.3,64.8,5.27,156.1,Kharif,Sandy,pigeonpeas
72.4,30.7,42.1,29.6,75.4,6.47,73.5,Kharif,Sandy,sorghum
53.6,55.4,40.0,18.7,78.9,7.31,129.8,Rabi,Loamy,wheat
104.0,58.4,31.3,27.5,86.5,6.96,325.5,Kharif,Clayey,rice
101.8,46.6,63.0,28.9,69.1,6.25,68.8,Kharif,Loamy,sunflower
17.8,53.1,21.0,34.1,52.3,7.42,46.2,Kharif,Sandy,mothbeans
81.6,54.1,45.3,31.3,68.1,6.62,110.0,Kharif,Clayey,cotton
12.3,13.4,21.1,20.4,52.8,6.66,50.6,Rabi,Loamy,lentil
81.1,39.6,84.0,25.8,72.5,6.5,157.2,Zaid,Sandy,orange
86.2,40.0,32.2,21.6,53.1,6.06,63.3,Rabi,Sandy,mustard
79.1,28.9,54.5,31.9,72.7,7.17,61.4,Zaid,Sandy,watermelon
85.3,40.3,78.2,23.3,57.5,7.13,154.5,Zaid,Loamy,orange
19.7,50.8,46.3,24.8,68.3,5.11,135.6,Kharif,Sandy,pigeonpeas
17.4,54.6,74.4,26.4,50.0,6.4,76.6,Kharif,Sandy,groundnut
78.5,47.8,83.5,29.7,36.5,6.7,61.5,Zaid,Sandy,pomegranate
17.2,20.7,21.1,22.1,57.9,6.45,33.4,Rabi,Loamy,lentil
21.3,38.6,27.5,28.3,66.3,5.97,38.4,Kharif,Loamy,blackgram
19.9,53.2,41.8,26.7,69.0,6.46,77.6,Kharif,Loamy,soybean
99.3,64.6,95.2,28.2,76.8,5.52,247.3,Kharif,Loamy,pepper
59.0,28.8,26.1,30.0,45.8,7.6,29.1,Kharif,Sandy,pearl_millet
69.8,47.8,72.2,27.7,82.9,6.28,76.3,Rabi,Sandy,onion
105.2,42.0,121.4,28.6,88.8,6.84,249.1,Kharif,Clayey,sugarcane
50.2,40.3,44.7,30.5,34.6,6.03,51.2,Kharif,Loamy,castor
56.4,27.6,68.5,25.4,48.6,5.95,49.9,Rabi,Sandy,grapes
86.6,56.2,25.5,21.9,79.0,6.68,277.7,Kharif,Loamy,rice
189.0,59.9,228.9,27.1,80.2,5.94,221.3,Kharif,Loamy,banana
88.6,67.8,123.3,29.5,80.6,6.6,180.0,Kharif,Loamy,sugarcane
85.9,67.6,92.7,30.5,81.8,6.1,61.7,Rabi,Loamy,tobacco
111.5,44.2,41.6,11.3,65.1,6.84,28.8,Rabi,Sandy,mustard
54.8,47.3,60.0,18.1,86.6,6.22,205.1,Rabi,Loamy,wheat
80.4,36.3,36.5,28.9,81.3,6.84,161.2,Kharif,Loamy,jute
78.4,57.6,30.9,24.9,56.0,5.08,144.3,Kharif,Sandy,maize
76.0,61.3,66.7,25.4,50.9,6.1,33.9,Kharif,Sandy,sunflower
71.4,49.6,46.6,25.7,49.6,6.69,72.8,Kharif,Sandy,maize
190.7,200.0,171.9,34.5,56.1,5.74,138.3,Zaid,Sandy,papaya
47.1,49.9,38.5,24.8,55.2,6.65,32.9,Kharif,Loamy,castor
65.6,26.1,30.9,19.0,62.5,7.03,40.5,Rabi,Loamy,barley
97.5,64.9,141.7,31.9,82.8,6.33,212.6,Kharif,Clayey,sugarcane
69.2,47.3,43.6,28.1,60.3,7.24,82.3,Kharif,Clayey,cotton
89.5,74.1,70.2,19.6,59.9,6.61,30.1,Kharif,Sandy,tomato
82.2,30.4,31.6,31.3,88.6,7.69,115.0,Kharif,Clayey,jute
110.2,16.8,62.8,25.3,83.5,6.15,150.5,Kharif,Clayey,rice
76.2,40.2,115.0,27.4,70.7,6.1,96.2,Rabi,Sandy,tobacco
69.7,44.6,149.2,25.9,84.5,5.57,183.3,Kharif,Loamy,ginger
20.7,55.6,27.5,27.3,60.1,6.39,78.2,Kharif,Sandy,mungbean
62.2,31.8,53.4,28.7,72.4,5.71,41.8,Rabi,Loamy,garlic
96.9,41.1,50.5,28.9,65.9,7.14,74.4,Kharif,Clayey,cotton
95.2,49.7,120.2,27.9,89.0,6.79,207.6,Kharif,Clayey,sugarcane
132.0,54.3,97.1,23.7,80.7,5.21,217.5,Kharif,Loamy,coffee
86.9,45.3,78.9,31.9,66.1,6.53,80.6,Rabi,Loamy,onion
75.0,58.0,89.1,30.8,61.3,6.37,47.0,Rabi,Loamy,onion
84.5,64.1,39.1,17.1,78.4,6.17,152.6,Rabi,Sandy,wheat
80.6,27.9,44.3,35.2,59.0,6.58,79.2,Kharif,Clayey,sorghum
81.2,53.6,87.2,20.4,65.9,6.26,118.4,Zaid,Sandy,orange
33.8,31.7,30.9,18.6,60.4,6.68,46.0,Rabi,Loamy,linseed
144.5,39.5,32.5,22.7,86.5,5.76,240.6,Kharif,Loamy,tea
95.0,56.3,78.8,29.9,56.5,6.49,70.3,Zaid,Sandy,pomegranate
101.9,61.9,46.2,25.9,72.3,6.74,95.3,Kharif,Loamy,maize
134.1,71.6,114.6,29.3,84.5,5.74,188.0,Kharif,Loamy,turmeric
92.2,75.6,70.2,24.6,52.9,5.97,160.9,Zaid,Sandy,mango
90.9,48.1,51.1,30.8,84.5,6.49,254.9,Kharif,Loamy,rice
77.1,41.5,43.1,19.0,72.0,6.89,112.6,Rabi,Sandy,wheat
72.7,33.8,67.0,32.2,68.5,6.22,56.9,Zaid,Sandy,watermelon
111.1,44.2,37.5,31.1,73.1,7.12,84.7,Kharif,Clayey,cotton
24.2,61.3,48.8,26.3,56.2,6.45,121.9,Kharif,Loamy,soybean
40.1,19.5,33.0,29.3,39.0,7.29,68.0,Kharif,Sandy,pearl_millet
92.9,40.5,36.5,27.4,83.6,7.42,106.5,Kharif,Loamy,jute
51.3,31.2,35.1,19.1,33.7,6.62,76.4,Rabi,Sandy,barley
70.7,43.6,39.3,21.6,67.9,6.95,54.2,Rabi,Loamy,mustard
106.6,44.5,55.8,29.5,53.4,6.81,50.1,Kharif,Sandy,sunflower
25.1,45.0,25.3,27.2,44.0,6.45,64.6,Kharif,Loamy,mungbean
27.9,46.1,43.9,26.3,62.0,6.95,100.3,Kharif,Loamy,cowpea
20.3,57.9,44.2,28.7,51.8,5.68,164.7,Kharif,Loamy,pigeonpeas
16.6,58.2,92.0,31.4,51.7,6.43,79.6,Kharif,Loamy,groundnut
69.1,62.0,33.1,14.6,73.4,7.38,169.0,Rabi,Sandy,wheat
74.2,38.8,42.2,30.1,80.8,6.79,94.8,Kharif,Clayey,jute
19.9,64.6,58.7,24.4,85.1,6.7,96.4,Kharif,Loamy,soybean
169.1,65.8,203.5,22.3,86.6,6.69,234.3,Kharif,Loamy,banana
13.1,22.1,16.5,17.6,50.9,6.1,39.0,Rabi,Sandy,lentil
88.0,55.5,54.3,16.9,87.7,8.14,126.6,Rabi,Sandy,wheat
177.4,200.0,175.6,29.8,75.2,6.53,103.1,Zaid,Sandy,papaya
186.5,189.7,162.2,25.7,51.8,6.21,135.5,Zaid,Sandy,papaya
14.8,16.3,15.3,21.5,60.3,5.61,35.2,Rabi,Sandy,lentil
61.1,5.0,49.5,20.3,82.7,6.7,249.0,Kharif,Loamy,rice
8.8,19.1,15.3,25.0,65.6,4.74,27.8,Rabi,Loamy,lentil
51.0,33.6,31.2,31.1,67.4,5.46,123.2,Kharif,Loamy,finger_millet
91.2,35.6,25.5,20.9,80.9,7.17,154.5,Rabi,Loamy,wheat
21.4,41.0,83.1,31.7,60.8,7.01,98.5,Kharif,Loamy,groundnut
112.7,24.8,207.2,28.6,89.6,5.66,180.1,Kharif,Sandy,coconut
146.6,37.5,36.2,19.1,80.3,4.42,395.3,Kharif,Loamy,tea
24.5,47.3,84.7,24.8,49.0,7.04,39.7,Kharif,Loamy,groundnut
118.2,70.6,112.8,27.5,79.8,5.67,98.7,Kharif,Sandy,turmeric
91.1,47.1,111.9,31.2,50.1,6.55,37.2,Zaid,Loamy,pomegranate
65.1,34.1,37.6,29.7,63.9,6.19,71.8,Kharif,Loamy,sorghum
116.4,45.8,91.0,26.8,57.0,6.29,36.1,Zaid,Loamy,pomegranate
13.6,38.9,47.5,28.8,57.3,6.4,74.6,Kharif,Loamy,cowpea
19.9,55.7,44.9,14.9,81.1,6.24,55.6,Rabi,Sandy,peas
89.9,75.1,75.3,21.0,71.7,7.1,73.9,Kharif,Loamy,tomato
16.1,28.5,43.9,24.5,46.2,7.72,71.1,Rabi,Loamy,chickpea
75.7,57.2,97.1,23.0,64.9,6.61,56.8,Rabi,Sandy,tobacco
74.6,45.6,44.0,24.1,91.8,6.84,244.8,Kharif,Clayey,rice
23.4,64.7,18.8,32.7,61.1,7.03,46.5,Kharif,Sandy,mothbeans
100.9,53.1,74.3,26.4,62.8,5.51,73.9,Zaid,Sandy,guava
27.0,43.6,23.0,31.7,59.4,5.66,48.5,Kharif,Loamy,mungbean
179.0,51.2,234.5,27.9,73.7,6.06,158.3,Kharif,Loamy,banana
126.5,38.4,206.2,28.9,83.8,6.31,230.6,Kharif,Loamy,coconut
27.1,86.8,53.6,20.2,73.2,5.64,120.2,Kharif,Loamy,kidneybeans
82.8,39.5,64.9,28.5,70.8,6.35,131.2,Zaid,Loamy,orange
78.7,40.2,99.3,29.0,64.8,6.45,139.4,Zaid,Loamy,orange
74.0,46.7,44.5,35.7,53.0,7.16,82.2,Kharif,Sandy,cotton
41.1,37.9,34.4,23.5,71.5,5.59,145.6,Kharif,Loamy,finger_millet
81.6,32.2,32.0,26.3,77.4,7.85,245.2,Rabi,Loamy,wheat
17.3,37.1,13.3,31.2,54.5,6.36,43.5,Kharif,Loamy,blackgram
106.4,57.1,96.9,30.5,51.9,5.91,61.8,Zaid,Loamy,mango
79.4,50.7,47.1,29.8,63.1,7.11,90.8,Kharif,Loamy,cotton
82.5,23.3,48.1,29.4,68.3,6.51,42.6,Kharif,Clayey,sorghum
16.1,58.8,25.8,32.4,62.2,6.7,49.4,Kharif,Sandy,mothbeans
86.8,35.7,34.8,25.2,87.8,7.1,147.2,Kharif,Clayey,jute
14.4,47.0,53.0,24.4,66.5,5.64,212.7,Kharif,Sandy,pigeonpeas
142.6,77.8,108.0,19.7,79.1,5.96,60.5,Rabi,Sandy,potato
95.7,55.6,90.1,28.6,69.0,6.34,88.6,Zaid,Sandy,mango
93.0,44.6,68.6,23.8,82.7,5.25,233.7,Kharif,Loamy,rubber
44.1,42.5,29.7,24.8,84.8,6.44,193.5,Kharif,Clayey,rice
12.5,51.2,46.6,25.7,60.8,6.45,147.3,Kharif,Sandy,pigeonpeas
85.1,36.9,34.8,21.0,76.4,7.85,167.9,Rabi,Sandy,wheat
88.8,36.4,93.0,24.4,65.8,6.44,88.1,Zaid,Loamy,orange
40.0,22.8,34.3,21.7,65.8,5.84,45.4,Rabi,Clayey,linseed
81.8,45.7,46.4,22.5,45.0,6.87,34.0,Rabi,Loamy,mustard
99.0,64.8,68.0,27.3,44.2,6.57,123.9,Zaid,Loamy,mango
15.1,47.3,24.3,31.3,60.9,6.49,52.3,Kharif,Loamy,blackgram
55.3,27.1,35.3,18.2,28.7,5.68,120.7,Rabi,Sandy,barley
193.7,200.0,213.9,22.2,81.0,6.86,167.2,Zaid,Loamy,papaya
77.0,46.2,51.3,17.9,80.3,7.38,168.7,Rabi,Sandy,wheat
177.2,66.9,224.2,32.2,81.3,6.71,236.4,Kharif,Loamy,banana
26.9,78.3,46.1,29.8,65.8,6.6,131.8,Kharif,Clayey,soybean
140.1,77.9,130.9,16.2,62.8,5.7,63.3,Rabi,Loamy,potato
194.7,61.6,175.8,32.2,76.5,6.56,236.6,Kharif,Loamy,banana
72.8,49.7,105.4,26.2,63.5,6.29,84.5,Rabi,Sandy,onion
22.1,50.2,54.3,29.9,58.6,6.47,106.6,Kharif,Clayey,soybean
25.2,51.6,78.1,26.1,53.3,5.89,78.2,Kharif,Sandy,groundnut
55.6,31.8,15.5,28.7,70.6,6.62,81.6,Kharif,Sandy,finger_millet
20.7,47.6,40.9,21.5,49.6,7.54,49.0,Rabi,Sandy,chickpea
98.1,49.7,54.2,26.9,65.8,6.06,77.9,Kharif,Sandy,maize
82.3,40.6,64.2,31.8,67.2,5.48,74.1,Zaid,Sandy,watermelon
118.7,34.7,39.4,22.3,82.3,4.94,191.5,Kharif,Loamy,tea
43.2,27.7,17.2,29.1,56.2,6.7,44.2,Kharif,Loamy,sesame
90.8,61.6,107.5,29.3,81.5,6.18,197.2,Kharif,Sandy,turmeric
81.8,62.2,63.6,24.2,56.4,6.21,38.3,Kharif,Loamy,sunflower
91.1,52.8,92.3,35.4,67.4,6.05,60.7,Zaid,Loamy,guava
104.5,61.9,99.6,26.3,81.4,5.59,272.9,Kharif,Loamy,pepper
92.6,45.2,196.7,25.1,91.7,6.49,138.3,Kharif,Sandy,coconut
117.6,53.2,95.5,29.9,89.2,5.84,249.7,Kharif,Loamy,pepper
101.1,42.2,114.3,22.2,67.1,6.18,154.0,Kharif,Loamy,coffee
67.6,46.8,44.2,27.7,56.1,6.08,75.7,Kharif,Sandy,castor
65.9,37.6,68.9,25.1,61.3,6.53,118.7,Zaid,Sandy,orange
97.0,60.7,57.3,27.4,69.9,6.85,80.9,Kharif,Sandy,maize
26.2,46.9,48.0,29.9,68.6,5.69,48.9,Kharif,Loamy,cowpea
132.8,50.1,192.6,29.3,78.6,6.13,223.5,Kharif,Loamy,banana
19.2,55.8,42.1,29.2,54.9,6.67,88.8,Kharif,Sandy,cowpea
26.4,51.1,42.0,32.5,60.4,7.38,70.4,Kharif,Loamy,cowpea
19.7,58.2,46.7,30.4,64.7,5.31,132.2,Kharif,Sandy,pigeonpeas
49.8,42.1,48.6,12.5,62.2,6.29,122.7,Rabi,Sandy,apple
50.6,26.8,29.9,13.2,62.7,6.79,102.2,Rabi,Loamy,barley
117.3,95.9,142.3,19.9,81.6,6.28,80.1,Rabi,Loamy,potato
113.6,61.2,111.2,25.9,75.0,5.99,140.2,Kharif,Loamy,turmeric
75.8,45.7,18.8,22.7,85.6,6.35,173.1,Kharif,Loamy,rice
48.4,38.2,32.5,34.0,53.8,6.75,49.6,Kharif,Sandy,pearl_millet
15.3,50.7,43.7,19.4,50.3,7.89,29.3,Rabi,Sandy,chickpea
